what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1398008243536
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1398008243703
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1398008244136
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1398008245120
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1398008246161
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1398008250885
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1398008269227
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1398008270624
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1398008273836
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1398008285844
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1398008287289
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1398008288695
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1398008291294
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1398008292367
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1398008293109
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1398008293579
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1398008322442
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1398008325370
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1398008326640
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1398008328537
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1398008368837
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1398008394193
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1398008434661
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1398008440791
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1398008442446
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1398008442483
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1398008464731
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1398008475957
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1398008476060
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1398008477465
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1398008479014
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1398008482497
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1398008485695
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1398008486479
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1398008488292
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1398008490538
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1398008519516
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1398008529384
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1398008533184
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1398008542414
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1398008551862
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1398008580752
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1398008580868
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1398008582508
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1398008588922
executed,command,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors.lineNumberToggle",1398008593062
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1398008605942
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1398008606389
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1398008606628
